customer_id,age,income,gender,city,signup_date,spending_score,loyalty_level
924,42,1617.0,Male,Bukhara,2024-07-12,32,Medium
925,48,2046.0,male,Bukhara,2024-07-13,65,Low
926,42,3535.0,male,Bukhara,2024-07-14,35,Medium
927,51,3264.0,Male,Tashkent,2024-07-15,60,Medium
928,46,1771.0,male,Tashkent,2024-07-16,4,Medium
929,40,4423.0,male,Tashkent,2024-07-17,60,Medium
930,44,1710.0,FEMALE,Samarkand,2024-07-18,24,Low
931,57,,FEMALE,Tashkent,2024-07-19,49,High
932,50,4461.0,male,Bukhara,2024-07-20,25,High
933,47,1490.0,male,Tashkent,2024-07-21,61,Low
934,48,3923.0,FEMALE,Samarkand,2024-07-22,50,Medium
935,33,4504.0,male,Bukhara,2024-07-23,77,Medium
936,48,1321.0,FEMALE,Samarkand,2024-07-24,53,Medium
937,45,1887.0,FEMALE,Tashkent,2024-07-25,98,Medium
938,40,583.0,FEMALE,Tashkent,2024-07-26,10,High
939,59,645.0,FEMALE,Samarkand,2024-07-27,3,Low
940,31,2508.0,male,Tashkent,2024-07-28,86,Low
941,41,,FEMALE,Samarkand,2024-07-29,26,High
942,39,4611.0,Male,Samarkand,2024-07-30,11,Low
943,21,3699.0,FEMALE,Bukhara,2024-07-31,2,High
944,29,1820.0,Male,Samarkand,2024-08-01,71,Medium
945,28,2091.0,Male,Samarkand,2024-08-02,28,High
946,22,4722.0,FEMALE,Tashkent,2024-08-03,34,High
947,44,2156.0,Male,Tashkent,2024-08-04,63,Low
948,53,3466.0,male,Bukhara,2024-08-05,6,Medium
949,51,3612.0,Male,Bukhara,2024-08-06,76,High
950,55,2764.0,FEMALE,Bukhara,2024-08-07,38,High
951,43,,Male,Bukhara,2024-08-08,23,Low
952,21,2781.0,FEMALE,Samarkand,2024-08-09,87,High
953,25,4648.0,male,Samarkand,2024-08-10,74,Medium
954,55,2163.0,Male,Tashkent,2024-08-11,12,Low
955,47,3078.0,FEMALE,Samarkand,2024-08-12,91,High
956,58,4844.0,Male,Samarkand,2024-08-13,63,Low
957,20,2934.0,FEMALE,Tashkent,2024-08-14,28,High
958,33,2709.0,Male,Tashkent,2024-08-15,61,High
959,47,1234.0,male,Samarkand,2024-08-16,86,Low
960,32,2060.0,FEMALE,Samarkand,2024-08-17,52,Low
961,20,,FEMALE,Bukhara,2024-08-18,75,Medium
962,32,1113.0,FEMALE,Samarkand,2024-08-19,68,Low
963,50,2303.0,Male,Tashkent,2024-08-20,24,Low
964,33,3089.0,FEMALE,Samarkand,2024-08-21,84,Medium
965,37,3832.0,FEMALE,Tashkent,2024-08-22,47,Medium
966,26,4266.0,male,Samarkand,2024-08-23,6,Low
967,18,4399.0,male,Bukhara,2024-08-24,30,Medium
968,18,896.0,male,Tashkent,2024-08-25,28,Low
969,41,4858.0,FEMALE,Bukhara,2024-08-26,40,High
970,32,4022.0,male,Samarkand,2024-08-27,51,Low
971,26,,male,Samarkand,2024-08-28,79,Medium
972,47,3430.0,Male,Tashkent,2024-08-29,24,Low
973,38,3639.0,male,Samarkand,2024-08-30,87,Medium
974,43,3600.0,male,Tashkent,2024-08-31,78,High
975,29,1792.0,male,Tashkent,2024-09-01,54,Medium
976,43,893.0,FEMALE,Samarkand,2024-09-02,75,High
977,42,578.0,FEMALE,Tashkent,2024-09-03,26,High
978,57,3154.0,Male,Tashkent,2024-09-04,48,Medium
979,36,4945.0,male,Samarkand,2024-09-05,99,High
980,21,626.0,male,Bukhara,2024-09-06,77,Low
981,24,,FEMALE,Samarkand,2024-09-07,64,Medium
982,54,3158.0,male,Tashkent,2024-09-08,96,Medium
983,46,3518.0,Male,Tashkent,2024-09-09,14,Medium
984,51,1070.0,male,Bukhara,2024-09-10,80,High
985,25,2689.0,Male,Tashkent,2024-09-11,96,Low
986,46,2013.0,FEMALE,Bukhara,2024-09-12,36,Medium
987,51,2141.0,FEMALE,Bukhara,2024-09-13,89,Low
988,57,3198.0,male,Samarkand,2024-09-14,56,Low
989,59,4564.0,Male,Bukhara,2024-09-15,30,Medium
990,18,3326.0,FEMALE,Bukhara,2024-09-16,69,Low
991,40,,FEMALE,Tashkent,2024-09-17,41,High
992,50,3433.0,male,Bukhara,2024-09-18,75,Medium
993,43,1952.0,Male,Samarkand,2024-09-19,17,Low
994,47,4070.0,Male,Tashkent,2024-09-20,95,High
995,29,1272.0,Male,Samarkand,2024-09-21,17,Medium
996,30,2264.0,FEMALE,Tashkent,2024-09-22,66,High
997,19,4826.0,male,Bukhara,2024-09-23,90,Medium
998,44,3229.0,FEMALE,Bukhara,2024-09-24,91,Low
999,56,1689.0,Male,Tashkent,2024-09-25,52,High
1000,34,3522.0,Male,Bukhara,2024-09-26,18,Low
1,29,,FEMALE,Bukhara,2022-01-01,19,Low
2,55,2180.0,FEMALE,Bukhara,2022-01-02,13,Low
3,43,2832.0,male,Tashkent,2022-01-03,2,Low
4,29,4220.0,FEMALE,Samarkand,2022-01-04,56,High
5,34,642.0,Male,Bukhara,2022-01-05,82,Medium
6,48,4456.0,male,Bukhara,2022-01-06,65,Medium
7,52,3844.0,FEMALE,Bukhara,2022-01-07,56,Medium
8,30,3932.0,FEMALE,Bukhara,2022-01-08,88,Medium
9,57,3149.0,FEMALE,Samarkand,2022-01-09,44,High
10,51,821.0,FEMALE,Samarkand,2022-01-10,58,Medium
